title,text,outlet_name,datetime,label,id
Luis Enrique replaced as Spain coach after World Cup exit,"Luis Enrique has been replaced by Luis de la Fuente as Spain�s coach after the national team was eliminated in the round of 16 at the World Cup
Spain's head coach Luis Enrique reacts to supporters at the end of the World Cup round of 16 soccer match between Morocco and Spain, at the Education City Stadium in Al Rayyan, Qatar, Tuesday, Dec. 6, 2022. (AP Photo/Martin Meissner)
The Associated Press
DOHA, Qatar -- Luis Enrique was replaced by Luis de la Fuente as Spain's coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup.

Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The Spanish soccer federation thanked Luis Enrique, but said it was time to �start a new project� to keep the growth achieved by the coach in recent years. It said the change was made after a recommendation by its sporting officials.

Luis Enrique said he was thankful to his players while he was in charge, as well as to federation president Luis Rubiales.

�I'm sorry I wasn't able to help more,� the outgoing coach said in a statement posted on Twitter and Instagram. �It was very special to be part of this.�

He also thanked fans and called for their support to the new coach.

�What the national team needs is support, in all its meaning, so Luis de la Fuente can achieve the goals.�

The 61-year-old De la Fuente, a former left back with Sevilla and Athletic Bilbao, helped Spain's under-19 squad win the European Championship in 2015, and the under-21 team win Euro 2019. He also coached Spain's squad, which won a silver medal at the Tokyo Olympic Games.

De la Fuente had coached the senior national team once, when youth players were used in a friendly against Lithuania because the main squad had to go into isolation because of the coronavirus.

Other candidates who had been considered besides De la Fuente, who was Spain's under-21 coach, included former Belgium manager Roberto Mart�nez and former Athletic Bilbao coach Marcelino Garc�a Toral.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn't win again in its last three matches. It drew 1-1 with Germany and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship last year, losing to Italy in a penalty shootout.

Luis Enrique�s contract ended after the World Cup. The former Barcelona player and coach had said moments after the loss to Morocco that he would take some time to rest before starting talks with the federation about his future. He said he would have liked to stay with the national team �forever,� but knew that it might not be possible.

The 52-year-old Luis Enrique, not long ago seen as one of the most uptight coaches in soccer, had opened up at the World Cup, doing streaming sessions, going on bicycle rides and talking frankly about controversial issues.

The team�s elimination in Qatar raised more questions about whether Spain should start overhauling its soccer philosophy and get rid of the �tiki-taka� ball-possession style that has not produced results recently. Luis Enrique had said he wasn't planning to relinquish the �tiki-taka� if he remained as coach, and De la Fuente also is likely to keep it alive.

De la Fuente is expected to make his debut with the senior team when Spain resumes playing in qualifying for Euro 2024 in March next year. The federation was also changing its sporting director.",abc News,8/12/2022 05:10:50,LEFT,92
"Soccer-Spain coach Luis Enrique fired, De la Fuente takes over","DOHA (Reuters) - Luis Enrique was sacked as Spain coach on Thursday after the team's elimination in the last-16 at the World Cup with the country's under-21 manager Luis de la Fuente named as his replacement by the Spanish football federation (RFEF).

Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance into a victory.

""The RFEF has chosen Luis de la Fuente as the new (Spain) coach,"" RFEF said in a statement.

""The ... RFEF has delivered to the president a report in which it determined that a new project should start for the Spain national team, with the aim of continuing the growth achieved in recent years thanks to the work carried out by Luis Enrique (and the staff).

""Both the RFEF president Luis Rubiales and sports director, Jose Francisco Molina have informed Luis Enrique of the decision. The RFEF would like to thank Luis Enrique and his entire coaching staff for the work done in the last few years.""

The 52-year-old said after the Morocco match that he was to blame for the defeat. Luis Enrique, who was first appointed Spain coach in 2018, had a contract until the end of the year.

He is the fourth manager to get sacked after their teams were eliminated at the World Cup in Qatar.
De la Fuente, 61, joined the RFEF in 2013 as the under-15 manager having worked with players like Marco Asensio, goalkeeper Unai Simon, Eric Garcia, Pau Torres, Pedri, Carlos Soler and Dani Olmo when they were youngsters.

(Reporting by Mark Gleeson and Fernando Kallas, editing by Ken Ferris)",The Star Kuala Lumpua,8/12/2022 08:19:01,RIGHT,93
Luis Enrique Sacked By Spain After Shock Defeat To Morocco In World Cup Last 16,"Spain sacked coach Luis Enrique on Thursday after the 2010 champions were dumped out of the World Cup by Morocco at the last-16 stage earlier this week

Spain sacked coach Luis Enrique on Thursday after the 2010 champions were dumped out of the World Cup by Morocco at the last-16 stage earlier this week. Spain hammered Costa Rica 7-0 in their opening game in Qatar but suffered a shock defeat by Japan that resulted in a second-place finish in Group E. Spain were strong favourites to beat Morocco in the first knockout round but lost 3-0 on penalties after the game finished 0-0 following extra-time. Luis Enrique took over in 2018 after Spain's disappointing Russia World Cup showing, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties by Italy.

""Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,"" the Spanish FA said in a statement. The federation said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a ""new project"".

""The sporting direction of the RFEF has given the president a report, in which it was determined that a new project should start for the national team, with the objective of continuing the growth achieved in the last few years thanks to Luis Enrique and his colleagues,"" added the RFEF.

""We dominated the game but we lacked a goal,"" lamented Luis Enrique after the game.

""We could have been more effective in the final third, but I am more than satisfied with what my players did.

""They represented perfectly what my idea of football is.""

Listen to the latest songs, only on JioSaavn.com

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the World Cup since triumphing in South Africa in 2010.

(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)",,8/12/2022 05:42:10,LEFT,94
Luis Enrique Sacked After Spain's Exit From FIFA World Cup 2022,"Luis Enrique was replaced by Jos� Luis de la Fuente as Spain�s coach on Thursday after the national team was eliminated in the round of 16 at the World Cup.

The announcement comes two days after Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The federation thanked Luis Enrique but said it was time to �start a new project� to keep the growth achieved by the coach in recent years.

Other candidates who had been considered besides De la Fuente, who was Spain�s under-21 coach, included former Belgium manager Roberto Mart�nez and former Athletic Bilbao coach Marcelino Garc�a Toral.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn�t win again in its last three matches. It drew 1-1 with Germany and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship last year, losing to Italy in a penalty shootout.

Luis Enrique�s contract ended after the World Cup. The former Barcelona player and coach had said moments after the loss to Morocco that he would take some time to rest before starting talks with the federation about his future. He said he would have liked to stay with the national team �forever,� but knew that it might not be possible.

The 52-year-old Luis Enrique, not long ago seen as one of the most uptight coaches in football, had opened up at the World Cup, doing streaming sessions, going on bicycle rides and talking frankly about controversial issues.

The team�s elimination in Qatar raised more questions about whether Spain should start overhauling its football philosophy and get rid of the �tiki-taka� ball-possession style that has not produced results recently. Luis Enrique had said he wasn�t planning to relinquish the �tiki-taka� if he remained as the coach.",News18 India,8/12/2022 14:52:40,RIGHT,95
Spain coach Luis Enrique departs after World Cup exit,"Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance in the game into a victory 
DOHA - Spain coach Luis Enrique has left his job after the country's elimination in the last-16 at the World Cup, the Spanish football federation said on Twitter on Thursday.

Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance in the game into a victory.

The 52-year-old coach said after the match that he was to blame for the defeat.

Enrique, who was first appointed Spain coach in 2018, had a contract until the end of the year.

(Repoting by Mark Gleeson, editing by Ken Ferris)",zawya.com,8/12/2022 02:51:05,CENTER,96
LU ARE A GONER Luis Enrique SACKED as Spain manager after shock World Cup last-16 exit to Morocco with new boss announced moments later,"SPAIN coach Luis Enrique has been sacked after his country�s World Cup flop.

The former Barcelona boss had see-sawed on his position after hinting he planned to quit ahead of the penalty-shoot-out defeat by Morocco and then suggesting he wanted to stay instead.

But just two days after Luis Enrique and his squad landed back in Madrid following their frustrations in the desert, the coach was handed his marching orders by Spanish FA chiefs.

In a statement issued by Madrid bosses, they said: �The sports management of the RFEF (Spanish FA) has transferred to the president a report in which it is determined that a new project should start for the Spanish Soccer Team.

�The aim is continuing with the growth achieved in recent years thanks to the work carried out by Luis Enrique and their collaborators. 

�Both the president, Luis Rubiales, and the sports director, Jose Francisco Molina, have transmitted the decision to the coach.

�The Asturian coach managed to give a new impetus to the national team since his arrival, in 2018, through a profound renovation that has consolidated a generational change in the team and in Spanish football.�

That generational change - with the retirements of the remaining members of the squad that dominated European and world football from 2008 to 2012 - was not enough to save Enrique.

Spain have now gone out of their last three tournaments on penalties, losing to Russia in 2018 and Italy in the Euro 2020 semi-finals with criticism that Enrique�s teams controlled possession but lacked a cutting edge.

His successor has been named as current under-21 coach Luis de la Fuente, who has been in charge of development and youth teams since 2013 and who won both the European under-19 and under-21 titles in that period.",The Sun,8/12/2022 09:49:11,RIGHT,97
Luis Enrique sacked by Spain after early World Cup exit as U21s boss Luis de la Fuente takes coaching reins,"Luis Enrique has left his job as Spain coach after being knocked out of the World Cup at the last-16 stage, with Luis de la Fuente taking over.

Tipped to go deep into the competition in Qatar, La Roja were dumped out by Morocco in a penalty shootout which saw none of their three spot-kick takers score.

A statment by the Spanish FA (RFEF) on Thursday confirmed the former Barcelona boss� departure and appointment of Under-21s coach De La Fuente as his successor.

It read: �The RFEF would like to thank Luis Enrique and his entire coaching staff at the helm of the national team in recent years.

�The RFEF has delivered a report to the president that a new project should start for the Spanish national team, with the aim of continuing with the growth achieved in recent years thanks to the work carried out by Luis Enrique. The president, Luis Rubiales, and the sports director, Jose Francisco Molina, have transmitted this decision to the coach.�

Luis Enrique, 52, was appointed Spain coach in July 2018 but stepped down for a period a year later due to the death of his young daughter, Xana, from bone cancer.

On his return, he led the team to the semi-finals of Euro 2020 before a defeat on penalties. They also finished as runners-up in last year�s Nations League finals.

Spain had started their World Cup campaign with a 7-0 thrashing of Costa Rica but failed to win again in Qatar, drawing to Germany before losing against Japan.

Their run ended when a 0-0 draw against Morocco, which underlined the struggles in attack which dominated Luis Enrique�s tenure, was followed by a penalty shootout defeat.",Evening Standard,8/12/2022 17:12:17,RIGHT,98
Spain coach Luis Enrique out after shock FIFA World Cup exit,"Spain parted ways with Luis Enrique, naming Luis de la Fuente as his replacement as head coach of the country�s national team following Spain�s elimination from the FIFA World Cup.

Morocco upset Spain in a penalty shootout on Tuesday in the round of 16 in Qatar. Spain, the 2010 World Cup champion, was favored over Morocco, which reached its first-ever quarterfinals.

Enrique was coaching on an expiring contract. de la Fuente, 61, was in charge of the Spain team that won the silver medal in the 2020 Tokyo Olympics.

Enrique, 52, was a favorite of his players, but fans and Spanish media called for his resignation this week. The Spanish football federation wished Enrique well in a statement.

�The RFEF energetically wishes Luis Enrique and his team the best of luck in their future professional projects. The coach earns the love and admiration of his collaborators in the national team and of the entire federation, which will always be his home,� the statement read.

Enrique becomes the fifth coach to depart a national team following elimination at the World Cup in Qatar.

Also out are Gerardo �Tata� Martino of Mexico, Roberto Martinez of Belgium, Otto Addo of Ghana and Paulo Bento of Portugal.",The Hindu,8/12/2022 12:19:19,LEFT,99
"LUIS ENRIQUE LEAVES SPAIN AS MANAGER AFTER WORLD CUP LAST-16 DEFEAT TO MOROCCO, REPLACED BY LUIS DE LA FUENTE","Spain are on the hunt for a new manager after Luis Enrique left following their disappointing World Cup campaign in Qatar. Enrique�s side lost to Morocco on penalties in a huge upset in the last 16 after failing to break down their opponents over 120 minutes. Enrique took over the national side in 2018, and then again in 2019 after taking a four-month break for �personal issues�.
Luis Enrique has stepped down as Spain manager following their shock early exit at the 2022 World Cup.
Spain crashed out on penalties to Morocco in the last 16 on Tuesday after failing to break down their resilient opponents in a cagy goalless draw.
Enrique claimed his side had practised 1,000 penalties before the tournament, but they failed to convert a single one as they missed out on the quarter-finals in Qatar.
Spain also lost to Japan as they finished second in Group E � and were briefly staring at an even earlier exit when Costa Rica took a shock lead in their final group game before Germany hit back.
The Spanish football federation, the RFEF, said that a ""new project"" would begin soon.
""The RFEF would like to thank Luis Enrique and his entire coaching staff at the helm of the national team in recent years,"" read a statement.
The Spanish produced the biggest statement in the opening round of fixtures with a 7-0 win over Costa Rica, following it up with a 1-1 draw with Germany that put them on course to top the group.
But the surprise 2-1 defeat to Japan pushed them into a knockout tie with Morocco, who had conceded just one goal � a freak own goal � in their opening three fixtures.
Morocco frustrated their more fancied opponents to force a shootout, with Achraf Hakimi clipping a gutsy penalty down the middle to win the match for the north Africans and send Spain home.
Enrique took over as Spain boss in July 2018 after the World Cup in Russia, left the following June amid �personal issues�, then returned in November 2019.
He guided them to the semi-finals at Euro 2020, also losing on penalties to eventual champions Italy.
Spain have replaced Enrique with Spain U21 coach Luis de la Fuente.
In a statement, the RFEF wrote: ""The RFEF has chosen Luis de la Fuente as the new absolute national coach.""
De le Fuente has been part of the national coaching setup for nine years. He first took charge of the U19 side in 2013.
He became the U21 coach in 2018 and won the UEFA European Under-21 Championships in 2019 after a 2-1 win over Germany in the final.",Eurosport,8/12/2022 18:00:24,CENTER,100
"Luis Enrique sacked by Spain, replaced by De La Fuente","Spain suffered a disappointing last-16 exit at the World Cup after losing to Morocco on penalties on Tuesday.

Luis Enrique is to leave his post as Spain manager and be replaced by Under-21s boss Luis De La Fuente, the country's football federation has announced.

The change comes after Spain's disappointing World Cup last-16 exit on penalties to Morocco on Tuesday.

Enrique's contract had been due to expire at the end of the year and the RFEF issued a statement on Thursday indicating it would not be renewed.

That was then followed by a further statement confirming that De La Fuente had been nominated as his successor and will take up the position from Monday after his appointment is formally ratified.

The first statement read: ""The sporting management of the RFEF has handed to the president a report in which it is determined a new project should start for the Spain national team, with the aim of continuing with the growth achieved in recent years thanks to the work of Luis Enrique and his coaches.

""Both the president, Luis Rubiales, and the sports director, Jose Francisco Molina, have transmitted the decision to the coach.""

Enrique, who guided Barcelona to Champions League glory in 2015, took charge of his country in 2018, shortly after Spain's exit from that year's World Cup.

He stepped aside for four months in 2019 for personal reasons but returned to oversee a youthful Spanish side's run to the semi-finals of Euro 2020.

Spain also reached a Nations League final under his guidance but Enrique's future had been the subject of speculation for some time, with reports he was considering a return to club football after the World Cup.

Enrique was unwilling to discuss the situation after Tuesday's loss in Qatar but the indicators were it seemed a logical juncture for a parting of the ways.

Spain had begun their World Cup campaign in style with a 7-0 thrashing of Costa Rica but were then held to a draw by Germany and were stunned in their last group game by Japan.

They went out 3-0 on penalties to Morocco after being held to a goalless draw over 120 minutes.

The RFEF went on to pay tribute to the good work done by Enrique during his tenure.

Its statement said the 52-year-old had ""given a new impetus to the national team since his arrival"" with his focus on youth bringing about a ""generational change"" and having ""sown hope for the future.""

It concluded: ""The RFEF energetically wishes Luis Enrique and his team the best of luck in their future professional projects.""

In confirming his successor shortly afterwards, a second statement added: ""The RFEF has chosen Luis De La Fuente as the new national coach.""

De La Fuente oversaw Spain's success at the European Under-19 Championship in 2015 and has been Under-21s boss since 2018, winning another Euro crown in 2019.

His first games will be Euro 2024 qualifiers against Norway and Scotland next March.",Irish Examiner,8/12/2022 03:07:18,LEFT,101
"Spain coach Luis Enrique fired, De la Fuente takes over","DOHA: Luis Enrique was sacked as Spain coach on Thursday after the team's elimination in the last-16 at the World Cup with the country's under-21 manager Luis de la Fuente named as his replacement by the Spanish football federation (RFEF).

Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance into a victory.

""The RFEF has chosen Luis de la Fuente as the new (Spain) coach,"" RFEF said in a statement.

""The ... RFEF has delivered to the president a report in which it determined that a new project should start for the Spain national team, with the aim of continuing the growth achieved in recent years thanks to the work carried out by Luis Enrique (and the staff).

""Both the RFEF president Luis Rubiales and sports director, Jose Francisco Molina have informed Luis Enrique of the decision. The RFEF would like to thank Luis Enrique and his entire coaching staff for the work done in the last few years.""

The 52-year-old said after the Morocco match that he was to blame for the defeat. Luis Enrique, who was first appointed Spain coach in 2018, had a contract until the end of the year.

He is the fourth manager to get sacked after their teams were eliminated at the World Cup in Qatar.

De la Fuente, 61, joined the RFEF in 2013 as the under-15 manager having worked with players like Marco Asensio, goalkeeper Unai Simon, Eric Garcia, Pau Torres, Pedri, Carlos Soler and Dani Olmo when they were youngsters.",Channel News Asia,6/12/2022 16:08:55,CENTER,102
"Spain coach Luis Enrique fired, De la Fuente takes over","DOHA, Dec 8 (Reuters) - Luis Enrique was sacked as Spain coach on Thursday after the team's elimination in the last-16 at the World Cup with the country's under-21 manager Luis de la Fuente named as his replacement by the Spanish football federation (RFEF).

Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance into a victory.

""The RFEF has chosen Luis de la Fuente as the new (Spain) coach,"" RFEF said in a statement.

""The ... RFEF has delivered to the president a report in which it determined that a new project should start for the Spain national team, with the aim of continuing the growth achieved in recent years thanks to the work carried out by Luis Enrique (and the staff).

""Both the RFEF president Luis Rubiales and sports director, Jose Francisco Molina have informed Luis Enrique of the decision. The RFEF would like to thank Luis Enrique and his entire coaching staff for the work done in the last few years.""

The 52-year-old said after the Morocco match that he was to blame for the defeat. Luis Enrique, who was first appointed Spain coach in 2018, had a contract until the end of the year.

He is the fourth manager to get sacked after their teams were eliminated at the World Cup in Qatar.

De la Fuente, 61, joined the RFEF in 2013 as the under-15 manager having worked with players like Marco Asensio, goalkeeper Unai Simon, Eric Garcia, Pau Torres, Pedri, Carlos Soler and Dani Olmo when they were youngsters.",,8/12/2022 23:20:21,CENTER,103
Luis Enrique replaced as Spain coach after World Cup exit,"DOHA, Qatar (AP) � Luis Enrique was replaced by Luis de la Fuente as Spain's coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup .
Spain's head coach Luis Enrique, center, talks to his players after the penalty shootout at the World Cup round of 16 soccer match between Morocco and Spain, at the Education City Stadium in Al Rayyan, Qatar, Tuesday, Dec. 6, 2022. (AP Photo/Luca Bruno)
DOHA, Qatar (AP) � Luis Enrique was replaced by Luis de la Fuente as Spain's coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup.

Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The Spanish soccer federation thanked Luis Enrique, but said it was time to �start a new project� to keep the growth achieved by the coach in recent years. It said the change was made after a recommendation by its sporting officials.

Luis Enrique said he was thankful to his players while he was in charge, as well as to federation president Luis Rubiales.

�I'm sorry I wasn't able to help more,� the outgoing coach said in a statement posted on Twitter and Instagram. �It was very special to be part of this.�

He also thanked fans and called for their support to the new coach.

�What the national team needs is support, in all its meaning, so Luis de la Fuente can achieve the goals.�

The 61-year-old De la Fuente, a former left back with Sevilla and Athletic Bilbao, helped Spain's under-19 squad win the European Championship in 2015, and the under-21 team win Euro 2019. He also coached Spain's squad, which won a silver medal at the Tokyo Olympic Games.

De la Fuente had coached the senior national team once, when youth players were used in a friendly against Lithuania because the main squad had to go into isolation because of the coronavirus.

Other candidates who had been considered besides De la Fuente, who was Spain's under-21 coach, included former Belgium manager Roberto Mart�nez and former Athletic Bilbao coach Marcelino Garc�a Toral.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn't win again in its last three matches. It drew 1-1 with Germany and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship last year, losing to Italy in a penalty shootout.

Luis Enrique�s contract ended after the World Cup. The former Barcelona player and coach had said moments after the loss to Morocco that he would take some time to rest before starting talks with the federation about his future. He said he would have liked to stay with the national team �forever,� but knew that it might not be possible.

The 52-year-old Luis Enrique, not long ago seen as one of the most uptight coaches in soccer, had opened up at the World Cup, doing streaming sessions, going on bicycle rides and talking frankly about controversial issues.

The team�s elimination in Qatar raised more questions about whether Spain should start overhauling its soccer philosophy and get rid of the �tiki-taka� ball-possession style that has not produced results recently. Luis Enrique had said he wasn't planning to relinquish the �tiki-taka� if he remained as coach, and De la Fuente also is likely to keep it alive.

De la Fuente is expected to make his debut with the senior team when Spain resumes playing in qualifying for Euro 2024 in March next year. The federation was also changing its sporting director.

___

AP World Cup coverage: https://apnews.com/hub/world-cup and https://twitter.com/AP_Sports

Tales Azzoni, The Associated Press",Alaska Highway News,18/2/2022 06:27:13,CENTER,104
Luis Enrique replaced as Spain coach after World Cup exit,"DOHA, Qatar (AP) � Luis Enrique was replaced by Luis de la Fuente as Spain�s coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup.

Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The Spanish soccer federation thanked Luis Enrique, but said it was time to �start a new project� to keep the growth achieved by the coach in recent years. It said the change was made after a recommendation by its sporting officials.

Luis Enrique said he was thankful to his players while he was in charge, as well as to federation president Luis Rubiales.

�I�m sorry I wasn�t able to help more,� the outgoing coach said in a statement posted on Twitter and Instagram. �It was very special to be part of this.�

He also thanked fans and called for their support to the new coach.

�What the national team needs is support, in all its meaning, so Luis de la Fuente can achieve the goals.�

The 61-year-old De la Fuente, a former left back with Sevilla and Athletic Bilbao, helped Spain�s under-19 squad win the European Championship in 2015, and the under-21 team win Euro 2019. He also coached Spain�s squad, which won a silver medal at the Tokyo Olympic Games.
De la Fuente had coached the senior national team once, when youth players were used in a friendly against Lithuania because the main squad had to go into isolation because of the coronavirus.

Other candidates who had been considered besides De la Fuente, who was Spain�s under-21 coach, included former Belgium manager Roberto Mart�nez and former Athletic Bilbao coach Marcelino Garc�a Toral.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn�t win again in its last three matches. It drew 1-1 with Germany and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship last year, losing to Italy in a penalty shootout.

Luis Enrique�s contract ended after the World Cup. The former Barcelona player and coach had said moments after the loss to Morocco that he would take some time to rest before starting talks with the federation about his future. He said he would have liked to stay with the national team �forever,� but knew that it might not be possible.

The 52-year-old Luis Enrique, not long ago seen as one of the most uptight coaches in soccer, had opened up at the World Cup, doing streaming sessions, going on bicycle rides and talking frankly about controversial issues.

The team�s elimination in Qatar raised more questions about whether Spain should start overhauling its soccer philosophy and get rid of the �tiki-taka� ball-possession style that has not produced results recently. Luis Enrique had said he wasn�t planning to relinquish the �tiki-taka� if he remained as coach, and De la Fuente also is likely to keep it alive.

De la Fuente is expected to make his debut with the senior team when Spain resumes playing in qualifying for Euro 2024 in March next year. The federation was also changing its sporting director.",Associated Press News,8/12/2022 05:54:15,LEFT,105
Luis Enrique replaced as Spain coach after World Cup exit,"DOHA, Qatar � Luis Enrique was replaced by Luis de la Fuente as Spain's coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup.

Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The Spanish soccer federation thanked Luis Enrique, but said it was time to ""start a new project"" to keep the growth achieved by the coach in recent years. It said the change was made after a recommendation by its sporting officials.

Luis Enrique said he was thankful to his players while he was in charge, as well as to federation president Luis Rubiales.

""I'm sorry I wasn't able to help more,"" the outgoing coach said in a statement posted on Twitter and Instagram. ""It was very special to be part of this.""

He also thanked fans and called for their support to the new coach.

""What the national team needs is support, in all its meaning, so Luis de la Fuente can achieve the goals.""

The 61-year-old De la Fuente, a former left back with Sevilla and Athletic Bilbao, helped Spain's under-19 squad win the European Championship in 2015, and the under-21 team win Euro 2019. He also coached Spain's squad, which won a silver medal at the Tokyo Olympic Games.

De la Fuente had coached the senior national team once, when youth players were used in a friendly against Lithuania because the main squad had to go into isolation because of the coronavirus.

Other candidates who had been considered besides De la Fuente, who was Spain's under-21 coach, included former Belgium manager Roberto Mart�nez and former Athletic Bilbao coach Marcelino Garc�a Toral.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn't win again in its last three matches. It drew 1-1 with Germany and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship last year, losing to Italy in a penalty shootout.

Luis Enrique's contract ended after the World Cup. The former Barcelona player and coach had said moments after the loss to Morocco that he would take some time to rest before starting talks with the federation about his future. He said he would have liked to stay with the national team ""forever,"" but knew that it might not be possible.

The 52-year-old Luis Enrique, not long ago seen as one of the most uptight coaches in soccer, had opened up at the World Cup, doing streaming sessions, going on bicycle rides and talking frankly about controversial issues.

The team's elimination in Qatar raised more questions about whether Spain should start overhauling its soccer philosophy and get rid of the ""tiki-taka"" ball-possession style that has not produced results recently. Luis Enrique had said he wasn't planning to relinquish the ""tiki-taka"" if he remained as coach, and De la Fuente also is likely to keep it alive.

De la Fuente is expected to make his debut with the senior team when Spain resumes playing in qualifying for Euro 2024 in March next year. The federation was also changing its sporting director.

___",Star Tribune,8/12/2022 06:59:26,LEFT,106
Spain boss Luis Enrique sacked following World Cup exit,"Following Spain's humiliating elimination from the 2022 Qatar World Cup at the hands of stubborn Morocco in the round of 16 earlier this week, La Roja's gaffer Luis Enrique was shown the exit on Thursday.

Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upsetting result after failing to turn their dominance in the game into a victory.

After the game, the 52-year-old coach admitted that he was to blame for the defeat as his youthful and vibrant team was nothing short of potential and quality.

Former Barcelona boss Luis Enrique was first appointed Spain coach in 2018, bar a four-month period in 2019 when he stepped aside due to the illness and subsequent death of his young daughter. His contract was due to expire at the end of the tournament in Qatar, and it was confirmed on Thursday he will not be staying on.

He led La Roja to the semifinals of the Euro 2020 last year, where they lost on penalties to Italy, and to the 2020-21 Nations League final, where they were beaten by France.

Spain's loss to Morocco was their third straight tournament exit on penalties, having also suffered defeat by that method against hosts Russia in the 2018 World Cup last 16.

Luis Enrique's side started their Qatar 2022 campaign in style with a thumping 7-0 win over Costa Rica, which they followed up with a creditable 1-1 draw against Germany.

However, a 2-1 loss to Japan saw them finish second in Group E and they could not overcome a Morocco side 15 places below them in the latest FIFA rankings.

Spain's failure to score a single penalty in Tuesday's shootout made them just the second team to do so in World Cup history, after Switzerland against Ukraine in 2006.

According to a statement from the Royal Spanish Football Federation, ""Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have informed the coach of their decision.""

""The RFEF would like to thank Luis Enrique and his entire coaching staff at the helm of the absolute national team in recent years,"" the statement read.

""The sports management of the RFEF has transferred to the president a report in which it is determined that a new project should start for the Spanish soccer team.

""The aim is to continue with the growth achieved in recent years thanks to the work carried out by Luis Enrique and their collaborators.""

The Spanish FA has announced that Luis Enrique would be replaced by Jose Luis de la Fuente as Spain's coach.",Daily Sabah,8/12/2022 00:35:12,RIGHT,107
